question_id,db_id,difficulty,sql_status,sparql_status,consensus,perceived_winner
189,financial,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
192,financial,moderate,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
194,financial,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
119,financial,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
120,financial,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
846,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
847,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_A
850,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
854,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
857,formula_1,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
859,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
861,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
862,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
865,formula_1,moderate,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_A
866,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
868,formula_1,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
869,formula_1,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
872,formula_1,simple,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
875,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
877,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
879,formula_1,moderate,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
880,formula_1,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
881,formula_1,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
884,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
892,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
894,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
895,formula_1,moderate,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
896,formula_1,challenging,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
897,formula_1,moderate,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_A
898,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
901,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
902,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
904,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
906,formula_1,moderate,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
909,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
910,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
912,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
915,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
928,formula_1,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
930,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
931,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
933,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
937,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
940,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
944,formula_1,challenging,WRONG_ANSWER,SCHEMA_MISMATCH,FULL_AGREEMENT,AGENT_A
945,formula_1,simple,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
948,formula_1,simple,CORRECT,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
950,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
951,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,TIE
954,formula_1,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
955,formula_1,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
959,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
960,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
962,formula_1,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
963,formula_1,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,TIE
964,formula_1,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
967,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
971,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
972,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
977,formula_1,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
978,formula_1,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
981,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
988,formula_1,challenging,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
989,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
990,formula_1,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
994,formula_1,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1001,formula_1,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1002,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1003,formula_1,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1011,formula_1,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
1014,formula_1,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
1312,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1317,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1322,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1323,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1331,student_club,simple,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
1334,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1338,student_club,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1339,student_club,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1340,student_club,moderate,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
1344,student_club,simple,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_A
1346,student_club,simple,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_A
1350,student_club,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
1351,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1352,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1356,student_club,simple,CORRECT,WRONG_ANSWER,FULL_AGREEMENT,AGENT_A
1357,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1359,student_club,challenging,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
1361,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1362,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1368,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1371,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1375,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1376,student_club,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
1378,student_club,simple,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
1380,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1381,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1387,student_club,moderate,WRONG_ANSWER,SCHEMA_MISMATCH,PARTIAL_AGREEMENT,AGENT_A
1389,student_club,simple,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
1390,student_club,moderate,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1392,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1394,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1398,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1399,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1401,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1403,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1404,student_club,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
1405,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1409,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1410,student_club,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1411,student_club,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_A
1422,student_club,simple,WRONG_ANSWER,SCHEMA_MISMATCH,FULL_AGREEMENT,AGENT_A
1426,student_club,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1427,student_club,moderate,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1432,student_club,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
1435,student_club,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
1457,student_club,challenging,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
1460,student_club,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1464,student_club,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
717,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
719,superhero,moderate,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
723,superhero,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
724,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
726,superhero,moderate,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_A
728,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
730,superhero,challenging,WRONG_ANSWER,CORRECT,PARTIAL_AGREEMENT,AGENT_B
732,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
733,superhero,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
736,superhero,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
737,superhero,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_A
738,superhero,simple,WRONG_ANSWER,CORRECT,PARTIAL_AGREEMENT,AGENT_B
739,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
740,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,TIE
743,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
744,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
745,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
747,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
750,superhero,simple,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
751,superhero,moderate,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
753,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
758,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
760,superhero,challenging,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
761,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
764,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
765,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
766,superhero,moderate,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
769,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
772,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
773,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
775,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
779,superhero,simple,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
781,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
782,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
785,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
786,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
788,superhero,challenging,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_B
790,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
791,superhero,simple,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
792,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
794,superhero,moderate,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
796,superhero,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
797,superhero,moderate,WRONG_ANSWER,CORRECT,PARTIAL_AGREEMENT,AGENT_A
798,superhero,moderate,WRONG_ANSWER,SCHEMA_MISMATCH,PARTIAL_AGREEMENT,AGENT_A
800,superhero,moderate,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
801,superhero,moderate,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
806,superhero,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
819,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
822,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
824,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
825,superhero,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
829,superhero,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1149,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
1150,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1152,thrombosis_prediction,moderate,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
1153,thrombosis_prediction,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_A
1155,thrombosis_prediction,simple,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
1156,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1157,thrombosis_prediction,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_A
1162,thrombosis_prediction,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1164,thrombosis_prediction,moderate,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1166,thrombosis_prediction,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
1168,thrombosis_prediction,challenging,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
1169,thrombosis_prediction,challenging,WRONG_ANSWER,SCHEMA_MISMATCH,FULL_AGREEMENT,AGENT_B
1171,thrombosis_prediction,challenging,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_B
1175,thrombosis_prediction,moderate,WRONG_ANSWER,CORRECT,TOTAL_DISAGREEMENT,AGENT_B
1179,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1185,thrombosis_prediction,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1187,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1189,thrombosis_prediction,challenging,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1192,thrombosis_prediction,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1195,thrombosis_prediction,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1198,thrombosis_prediction,simple,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,TIE
1201,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1205,thrombosis_prediction,moderate,WRONG_ANSWER,CORRECT,FULL_AGREEMENT,AGENT_A
1208,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1209,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
1220,thrombosis_prediction,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1225,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1227,thrombosis_prediction,moderate,WRONG_ANSWER,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1229,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1231,thrombosis_prediction,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1232,thrombosis_prediction,challenging,CORRECT,CORRECT,FULL_AGREEMENT,TIE
1235,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1238,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_A
1239,thrombosis_prediction,challenging,WRONG_ANSWER,CORRECT,PARTIAL_AGREEMENT,AGENT_A
1241,thrombosis_prediction,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,TIE
1242,thrombosis_prediction,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
1243,thrombosis_prediction,challenging,WRONG_ANSWER,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1247,thrombosis_prediction,challenging,WRONG_ANSWER,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1251,thrombosis_prediction,simple,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_A
1252,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1254,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1255,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
1256,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1257,thrombosis_prediction,challenging,CORRECT,CORRECT,FULL_AGREEMENT,TIE
1265,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,TIE
1267,thrombosis_prediction,moderate,WRONG_ANSWER,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1270,thrombosis_prediction,challenging,WRONG_ANSWER,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
1275,thrombosis_prediction,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
1281,thrombosis_prediction,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
1302,thrombosis_prediction,challenging,WRONG_ANSWER,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_A
195,toxicology,simple,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
197,toxicology,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,TIE
198,toxicology,challenging,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
200,toxicology,simple,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
201,toxicology,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
206,toxicology,challenging,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
207,toxicology,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
208,toxicology,moderate,CORRECT,SCHEMA_MISMATCH,TOTAL_DISAGREEMENT,AGENT_B
212,toxicology,challenging,WRONG_ANSWER,CORRECT,PARTIAL_AGREEMENT,AGENT_B
213,toxicology,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
215,toxicology,challenging,WRONG_ANSWER,CORRECT,PARTIAL_AGREEMENT,AGENT_B
218,toxicology,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
219,toxicology,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
220,toxicology,challenging,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_A
226,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
227,toxicology,simple,CORRECT,CORRECT,FULL_AGREEMENT,TIE
228,toxicology,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
230,toxicology,challenging,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
231,toxicology,challenging,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
232,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
234,toxicology,moderate,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
236,toxicology,moderate,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
239,toxicology,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
240,toxicology,challenging,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
242,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
243,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
244,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,TIE
245,toxicology,moderate,WRONG_ANSWER,SCHEMA_MISMATCH,FULL_AGREEMENT,AGENT_B
247,toxicology,challenging,WRONG_ANSWER,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_A
248,toxicology,simple,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
249,toxicology,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
253,toxicology,challenging,CORRECT,CORRECT,PARTIAL_AGREEMENT,AGENT_B
255,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
260,toxicology,moderate,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
263,toxicology,challenging,WRONG_ANSWER,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
268,toxicology,challenging,CORRECT,WRONG_ANSWER,PARTIAL_AGREEMENT,AGENT_B
273,toxicology,moderate,CORRECT,WRONG_ANSWER,TOTAL_DISAGREEMENT,AGENT_B
281,toxicology,challenging,WRONG_ANSWER,WRONG_ANSWER,FULL_AGREEMENT,AGENT_B
282,toxicology,challenging,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
327,toxicology,moderate,CORRECT,CORRECT,FULL_AGREEMENT,AGENT_B
